PFCD,ProcessNO,ChGrade,NoChGrade1,NoChGrade2,NoChGrade3,NoChGrade4,NoChGrade5,NoChGrade6,NoChGrade7,NoChGrade8,NoChGrade9,NoChGrade10
TA270359BU07,,,,,,,,,,,,
TA270359CD07,,,,,,,,,,,,
TA270359BR07,,,,,,,,,,,,
TA270359BN07,,,,,,,,,,,,
TA270359BQ07,,,,,,,,,,,,
TA270359BH07,,,,,,,,,,,,
TA270359BJ07,,,,,,,,,,,,
TA270359BP07,,,,,,,,,,,,
TA270359BM07,,,,,,,,,,,,
TA270359BG07,,,,,,,,,,,,
TA270359BD07,,,,,,,,,,,,
TA270359BF07,,,,,,,,,,,,
TA270359BE07,,,,,,,,,,,,
TA270359BW07,,,,,,,,,,,,
TA270359BC07,,,,,,,,,,,,
TA270359BL07,,,,,,,,,,,,
TA270359AX07,,,,,,,,,,,,
TA270359AW07,,,,,,,,,,,,
TA270359BB07,,,,,,,,,,,,
TA270359AV07,,,,,,,,,,,,
TA270359AU07,,,,,,,,,,,,
TA270359AK07,,,,,,,,,,,,
TA270359AT07,,,,,,,,,,,,
TA270359AN07,,,,,,,,,,,,
TA270359AR07,,,,,,,,,,,,
TA270359BZ07,,,,,,,,,,,,
TA270359AM07,,,,,,,,,,,,
TA270359AH07,,,,,,,,,,,,
TA270359AJ07,,,,,,,,,,,,
TA270359AD07,,,,,,,,,,,,
TA270359AG07,,,,,,,,,,,,
TA270359AC07,,,,,,,,,,,,
TA270359AS07,,,,,,,,,,,,
TA270359AL07,,,,,,,,,,,,
TA270359AP07,,,,,,,,,,,,
TA270359AY07,,,,,,,,,,,,
TA270359AQ07,,,,,,,,,,,,
TA270359AE07,,,,,,,,,,,,
TA270332AR07,,,,,,,,,,,,
TA270332AE07,,,,,,,,,,,,
TA270332AD07,,,,,,,,,,,,
TA270332AZ07,,,,,,,,,,,,
TA270335AV07,,,,,,,,,,,,
TA270335BC07,,,,,,,,,,,,
TA270335AX07,,,,,,,,,,,,
TA270394BC07,,,,,,,,,,,,
TA270324AA07,,,,,,,,,,,,
TA270324AG07,,,,,,,,,,,,
TA270324AN07,,,,,,,,,,,,
TA270324AD07,,,,,,,,,,,,
TA270324AH07,,,,,,,,,,,,
TA270394AT07,,,,,,,,,,,,
TA270394AA07,,,,,,,,,,,,
TA270324AC07,,,,,,,,,,,,
TA270394BD07,,,,,,,,,,,,
TA270394AY07,,,,,,,,,,,,
TA270386BG07,,,,,,,,,,,,
TA270386BL07,,,,,,,,,,,,
TA270335AN08,,,,,,,,,,,,
TA270386AA08,,,,,,,,,,,,
TA270335AJ08,,,,,,,,,,,,
TA270386AQ08,,,,,,,,,,,,
TA270335AP08,,,,,,,,,,,,
TA270386AB08,,,,,,,,,,,,
TA270335AK08,,,,,,,,,,,,
TA270335AG08,,,,,,,,,,,,
TA270335AF08,,,,,,,,,,,,
TA270335AB08,,,,,,,,,,,,
TA270335AM08,,,,,,,,,,,,
TA270335AC08,,,,,,,,,,,,
TA270335AR08,,,,,,,,,,,,
TA270335AW08,,,,,,,,,,,,
TA270335BA08,,,,,,,,,,,,
TA270335AS08,,,,,,,,,,,,
TA270335AZ08,,,,,,,,,,,,
TA270335AY08,,,,,,,,,,,,
TA270416BB08,,,,,,,,,,,,
TA270416AM08,,,,,,,,,,,,
TA270416AZ08,,,,,,,,,,,,
TA270416AY08,,,,,,,,,,,,
TA270416AU08,,,,,,,,,,,,
TA270416AQ08,,,,,,,,,,,,
TA270416AJ08,,,,,,,,,,,,
TA270416BF08,,,,,,,,,,,,
TA270416AE08,,,,,,,,,,,,
TA270416AL08,,,,,,,,,,,,
TA270416AF08,,,,,,,,,,,,
TA270416AD08,,,,,,,,,,,,
TA270272AQ08,,,,,,,,,,,,
TA270323CG08,,,,,,,,,,,,
TA270323BT08,,,,,,,,,,,,
TA270272AW08,,,,,,,,,,,,
TA270323BU08,,,,,,,,,,,,
TA270340BP08,,,,,,,,,,,,
TA270323CD08,,,,,,,,,,,,
TA270309AW08,,,,,,,,,,,,
TA270309BC08,,,,,,,,,,,,
TA270309BE08,,,,,,,,,,,,
TA270309AX08,,,,,,,,,,,,
TA270323CE08,,,,,,,,,,,,
TA270309BB08,,,,,,,,,,,,
TA270323BS08,,,,,,,,,,,,
TA270309BK08,,,,,,,,,,,,
TA270309BF08,,,,,,,,,,,,
TA270323BV08,,,,,,,,,,,,
TA270272AS08,,,,,,,,,,,,
TA270272AT08,,,,,,,,,,,,
TA270309BM08,,,,,,,,,,,,
TA270272AR08,,,,,,,,,,,,
TA270309BL08,,,,,,,,,,,,
TA270333AB08,,,,,,,,,,,,
TA270333AG08,,,,,,,,,,,,
TA270333AA08,,,,,,,,,,,,
TA270337AJ08,,,,,,,,,,,,
TA270333AE08,,,,,,,,,,,,
TA270333AM08,,,,,,,,,,,,
TA270333AD08,,,,,,,,,,,,
TA270333AZ08,,,,,,,,,,,,
TA270333AH08,,,,,,,,,,,,
TA270333AJ08,,,,,,,,,,,,
TA270333AC08,,,,,,,,,,,,
TA270333AK08,,,,,,,,,,,,
TA270333AV08,,,,,,,,,,,,
TA270333AN08,,,,,,,,,,,,
TA270333CH08,,,,,,,,,,,,
TA270333AX08,,,,,,,,,,,,
TA270333AS08,,,,,,,,,,,,
TA270333BC08,,,,,,,,,,,,
TA270333AF08,,,,,,,,,,,,
TA270333AU08,,,,,,,,,,,,
TA270333AW08,,,,,,,,,,,,
TA270411AP08,,,,,,,,,,,,
TA270411AA08,,,,,,,,,,,,
TA270411AE08,,,,,,,,,,,,
TA270411AS08,,,,,,,,,,,,
TA270411AU08,,,,,,,,,,,,
TA270411AG08,,,,,,,,,,,,
TA270411AH08,,,,,,,,,,,,
TA270411AT08,,,,,,,,,,,,
TA270411AY08,,,,,,,,,,,,
TA270411AM08,,,,,,,,,,,,
TA270411AN08,,,,,,,,,,,,
TA270411BC08,,,,,,,,,,,,
TA270411AV08,,,,,,,,,,,,
TA270411AW08,,,,,,,,,,,,
TA270411AK08,,,,,,,,,,,,
TA270411BR08,,,,,,,,,,,,
TA270411BA08,,,,,,,,,,,,
TA270411BK08,,,,,,,,,,,,
TA270411BN08,,,,,,,,,,,,
TA270411AQ08,,,,,,,,,,,,
TA270411BE08,,,,,,,,,,,,
TA270411BU08,,,,,,,,,,,,
TA270411AX08,,,,,,,,,,,,
TA270411BP08,,,,,,,,,,,,
TA270411BW08,,,,,,,,,,,,
TA270411AZ08,,,,,,,,,,,,
TA270411AF08,,,,,,,,,,,,
TA270411BG08,,,,,,,,,,,,
TA270411BH08,,,,,,,,,,,,
TA270411BB08,,,,,,,,,,,,
TA270411BF08,,,,,,,,,,,,
TA270411BS08,,,,,,,,,,,,
TA270411CC08,,,,,,,,,,,,
TA270411AR08,,,,,,,,,,,,
TA270411CB08,,,,,,,,,,,,
TA270411BD08,,,,,,,,,,,,
TA270411BL08,,,,,,,,,,,,
TA270411BV08,,,,,,,,,,,,
TA270411CA08,,,,,,,,,,,,
TA270411BZ08,,,,,,,,,,,,
TA270411CE08,,,,,,,,,,,,
TA270411BM08,,,,,,,,,,,,
TA270411BT08,,,,,,,,,,,,
TA270411CD08,,,,,,,,,,,,
TA270411BX08,,,,,,,,,,,,
TA270411CF08,,,,,,,,,,,,
TA270411BY08,,,,,,,,,,,,
TA270411BJ08,,,,,,,,,,,,
TA270411CG08,,,,,,,,,,,,
TA270411CH08,,,,,,,,,,,,
TA270416BU08,,,,,,,,,,,,
TA270416BK08,,,,,,,,,,,,
TA270416BG08,,,,,,,,,,,,
TA270416BJ08,,,,,,,,,,,,
TA270416BD08,,,,,,,,,,,,
TA270416BE08,,,,,,,,,,,,
TA270416AB08,,,,,,,,,,,,
TA270416AN08,,,,,,,,,,,,
TA270416AA08,,,,,,,,,,,,
TA270416AC08,,,,,,,,,,,,
TA270330AH08,,,,,,,,,,,,
TA270386CH08,,,,,,,,,,,,
TA270324AF08,,,,,,,,,,,,
TA270332AW08,,,,,,,,,,,,
TA270332AU08,,,,,,,,,,,,
TA270332AY08,,,,,,,,,,,,
TA270332BB08,,,,,,,,,,,,
TA270332AV08,,,,,,,,,,,,
TA270332AP08,,,,,,,,,,,,
TA270332BP08,,,,,,,,,,,,
TA270332BF08,,,,,,,,,,,,
TA270332BD08,,,,,,,,,,,,
TA270332BW08,,,,,,,,,,,,
TA270305AA08,,,,,,,,,,,,
TA270305CH08,,,,,,,,,,,,
TA270298AY08,,,,,,,,,,,,
TA270322CE08,,,,,,,,,,,,
TA270298AX08,,,,,,,,,,,,
TA270324AS08,,,,,,,,,,,,
TA270324AU08,,,,,,,,,,,,
TA270268BF08,,,,,,,,,,,,
TA270298AW08,,,,,,,,,,,,
TA270301CG08,,,,,,,,,,,,
TA270332AX08,,,,,,,,,,,,
TA270268BH08,,,,,,,,,,,,
TA270298AZ08,,,,,,,,,,,,
TA270301CD08,,,,,,,,,,,,
TA270298AV08,,,,,,,,,,,,
TA270301CF08,,,,,,,,,,,,
TA270301CE08,,,,,,,,,,,,
TA270268AA08,,,,,,,,,,,,
TA270268BK08,,,,,,,,,,,,
TA270265BX08,,,,,,,,,,,,
TA270268BL08,,,,,,,,,,,,
TA270265BQ08,,,,,,,,,,,,
TA270265BT08,,,,,,,,,,,,
TA270268BJ08,,,,,,,,,,,,
TA270259AQ08,,,,,,,,,,,,
TA270265BR08,,,,,,,,,,,,
TA270268BG08,,,,,,,,,,,,
TA270301CH08,,,,,,,,,,,,
TA270265BP08,,,,,,,,,,,,
TA270296AC08,,,,,,,,,,,,
TA270416AH08,,,,,,,,,,,,
TA270416AR08,,,,,,,,,,,,
TA270411AC08,,,,,,,,,,,,
TA270411AL08,,,,,,,,,,,,
TA270411AB08,,,,,,,,,,,,
TA270411AD08,,,,,,,,,,,,
TA270344BV08,,,,,,,,,,,,
TA270344CA08,,,,,,,,,,,,
TA270344CE08,,,,,,,,,,,,
TA270344CB08,,,,,,,,,,,,
TA270344BU08,,,,,,,,,,,,
TA270331BG08,,,,,,,,,,,,
TA270331BJ08,,,,,,,,,,,,
TA270331BE08,,,,,,,,,,,,
TA270331BK08,,,,,,,,,,,,
TA270344BY08,,,,,,,,,,,,
TA270331BB08,,,,,,,,,,,,
TA270331AX08,,,,,,,,,,,,
TA270331BF08,,,,,,,,,,,,
TA270344CG08,,,,,,,,,,,,
TA270331BH08,,,,,,,,,,,,
TA270344BX08,,,,,,,,,,,,
TA270331BA08,,,,,,,,,,,,
TA270331AU08,,,,,,,,,,,,
TA270331AV08,,,,,,,,,,,,
TA270331BD08,,,,,,,,,,,,
TA270344CD08,,,,,,,,,,,,
TA270331AL08,,,,,,,,,,,,
TA270331AK08,,,,,,,,,,,,
TA270331AH08,,,,,,,,,,,,
TA270331AQ08,,,,,,,,,,,,
TA270331AE08,,,,,,,,,,,,
TA270331AT08,,,,,,,,,,,,
TA270331AY08,,,,,,,,,,,,
TA270331AS08,,,,,,,,,,,,
TA270331AF08,,,,,,,,,,,,
TA270331AR08,,,,,,,,,,,,
TA270331AM08,,,,,,,,,,,,
TA270331AB08,,,,,,,,,,,,
TA270331AA08,,,,,,,,,,,,
TA270331AG08,,,,,,,,,,,,
TA270331AD08,,,,,,,,,,,,
TA270331AC08,,,,,,,,,,,,
TA270323CC08,,,,,,,,,,,,
TA270323BX08,,,,,,,,,,,,
TA270308CE08,,,,,,,,,,,,
TA270286BT08,,,,,,,,,,,,
TA270323CF08,,,,,,,,,,,,
TA270323BP08,,,,,,,,,,,,
TA270323BN08,,,,,,,,,,,,
TA270323BY08,,,,,,,,,,,,
TA270323BW08,,,,,,,,,,,,
TA270394CD08,,,,,,,,,,,,
TA270416BT08,,,,,,,,,,,,
TA270416BC08,,,,,,,,,,,,
TA270416BH08,,,,,,,,,,,,
TA270416AX08,,,,,,,,,,,,
TA270416AG08,,,,,,,,,,,,
TA270416AV08,,,,,,,,,,,,
TA270359CE08,,,,,,,,,,,,
TA270359CB08,,,,,,,,,,,,
TA270359BV08,,,,,,,,,,,,
TA270359CH08,,,,,,,,,,,,
TA270359CF08,,,,,,,,,,,,
TA270359CG08,,,,,,,,,,,,
TA270359BY08,,,,,,,,,,,,
TA270359BS08,,,,,,,,,,,,
TA270359BX08,,,,,,,,,,,,
TA270359BT08,,,,,,,,,,,,
TA270359CC08,,,,,,,,,,,,
TA270359BU08,,,,,,,,,,,,
TA270359CD08,,,,,,,,,,,,
TA270359BR08,,,,,,,,,,,,
TA270359BN08,,,,,,,,,,,,
TA270359BQ08,,,,,,,,,,,,
TA270359BH08,,,,,,,,,,,,
TA270359BJ08,,,,,,,,,,,,
TA270359BP08,,,,,,,,,,,,
TA270359BM08,,,,,,,,,,,,
TA270359BG08,,,,,,,,,,,,
TA270359BD08,,,,,,,,,,,,
TA270359BF08,,,,,,,,,,,,
TA270359BE08,,,,,,,,,,,,
TA270359BW08,,,,,,,,,,,,
TA270359BC08,,,,,,,,,,,,
TA270359BL08,,,,,,,,,,,,
TA270359AX08,,,,,,,,,,,,
TA270359AW08,,,,,,,,,,,,
TA270359BB08,,,,,,,,,,,,
TA270359AV08,,,,,,,,,,,,
TA270359AU08,,,,,,,,,,,,
TA270359AK08,,,,,,,,,,,,
TA270359AT08,,,,,,,,,,,,
TA270359AN08,,,,,,,,,,,,
TA270359AR08,,,,,,,,,,,,
TA270359BZ08,,,,,,,,,,,,
TA270359AM08,,,,,,,,,,,,
TA270359AH08,,,,,,,,,,,,
TA270359AJ08,,,,,,,,,,,,
TA270359AD08,,,,,,,,,,,,
TA270359AG08,,,,,,,,,,,,
TA270359AC08,,,,,,,,,,,,
TA270359AS08,,,,,,,,,,,,
TA270359AL08,,,,,,,,,,,,
TA270359AP08,,,,,,,,,,,,
TA270359AY08,,,,,,,,,,,,
TA270359AQ08,,,,,,,,,,,,
TA270359AE08,,,,,,,,,,,,
TA270332AR08,,,,,,,,,,,,
TA270332AE08,,,,,,,,,,,,
TA270332AD08,,,,,,,,,,,,
TA270332AZ08,,,,,,,,,,,,
TA270335AV08,,,,,,,,,,,,
TA270335BC08,,,,,,,,,,,,
TA270335AX08,,,,,,,,,,,,
TA270394BC08,,,,,,,,,,,,
TA270324AA08,,,,,,,,,,,,
TA270324AG08,,,,,,,,,,,,
TA270324AN08,,,,,,,,,,,,
TA270324AD08,,,,,,,,,,,,
TA270324AH08,,,,,,,,,,,,
TA270394AT08,,,,,,,,,,,,
TA270394AA08,,,,,,,,,,,,
TA270324AC08,,,,,,,,,,,,
TA270394BD08,,,,,,,,,,,,
TA270394AY08,,,,,,,,,,,,
TA270386BG08,,,,,,,,,,,,
TA270386BL08,,,,,,,,,,,,
TA270335AN09,,,,,,,,,,,,
TA270386AA09,,,,,,,,,,,,
TA270335AJ09,,,,,,,,,,,,
TA270386AQ09,,,,,,,,,,,,
TA270335AP09,,,,,,,,,,,,
TA270386AB09,,,,,,,,,,,,
TA270335AK09,,,,,,,,,,,,
TA270335AG09,,,,,,,,,,,,
TA270335AF09,,,,,,,,,,,,
TA270335AB09,,,,,,,,,,,,
TA270335AM09,,,,,,,,,,,,
TA270335AC09,,,,,,,,,,,,
TA270335AR09,,,,,,,,,,,,
TA270335AW09,,,,,,,,,,,,
TA270335BA09,,,,,,,,,,,,
TA270335AS09,,,,,,,,,,,,
TA270335AZ09,,,,,,,,,,,,
TA270335AY09,,,,,,,,,,,,
TA270416BB09,,,,,,,,,,,,
TA270416AM09,,,,,,,,,,,,
TA270416AZ09,,,,,,,,,,,,
TA270416AY09,,,,,,,,,,,,
TA270416AU09,,,,,,,,,,,,
TA270416AQ09,,,,,,,,,,,,
TA270416AJ09,,,,,,,,,,,,
TA270416BF09,,,,,,,,,,,,
TA270416AE09,,,,,,,,,,,,
TA270416AL09,,,,,,,,,,,,
TA270416AF09,,,,,,,,,,,,
TA270416AD09,,,,,,,,,,,,
TA270272AQ09,,,,,,,,,,,,
TA270323CG09,,,,,,,,,,,,
TA270323BT09,,,,,,,,,,,,
TA270272AW09,,,,,,,,,,,,
TA270323BU09,,,,,,,,,,,,
TA270340BP09,,,,,,,,,,,,
TA270323CD09,,,,,,,,,,,,
TA270309AW09,,,,,,,,,,,,
TA270309BC09,,,,,,,,,,,,
TA270309BE09,,,,,,,,,,,,
TA270309AX09,,,,,,,,,,,,
TA270323CE09,,,,,,,,,,,,
TA270309BB09,,,,,,,,,,,,
TA270323BS09,,,,,,,,,,,,
TA270309BK09,,,,,,,,,,,,
TA270309BF09,,,,,,,,,,,,
TA270323BV09,,,,,,,,,,,,
TA270272AS09,,,,,,,,,,,,
TA270272AT09,,,,,,,,,,,,
TA270309BM09,,,,,,,,,,,,
TA270272AR09,,,,,,,,,,,,
TA270309BL09,,,,,,,,,,,,
TA270333AB09,,,,,,,,,,,,
TA270333AG09,,,,,,,,,,,,
TA270333AA09,,,,,,,,,,,,
TA270337AJ09,,,,,,,,,,,,
TA270333AE09,,,,,,,,,,,,
TA270333AM09,,,,,,,,,,,,
TA270333AD09,,,,,,,,,,,,
TA270333AZ09,,,,,,,,,,,,
TA270333AH09,,,,,,,,,,,,
TA270333AJ09,,,,,,,,,,,,
TA270333AC09,,,,,,,,,,,,
TA270333AK09,,,,,,,,,,,,
TA270333AV09,,,,,,,,,,,,
TA270333AN09,,,,,,,,,,,,
TA270333CH09,,,,,,,,,,,,
TA270333AX09,,,,,,,,,,,,
TA270333AS09,,,,,,,,,,,,
TA270333BC09,,,,,,,,,,,,
TA270333AF09,,,,,,,,,,,,
TA270333AU09,,,,,,,,,,,,
TA270333AW09,,,,,,,,,,,,
TA270411AP09,,,,,,,,,,,,
TA270411AA09,,,,,,,,,,,,
TA270411AE09,,,,,,,,,,,,
TA270411AS09,,,,,,,,,,,,
TA270411AU09,,,,,,,,,,,,
TA270411AG09,,,,,,,,,,,,
TA270411AH09,,,,,,,,,,,,
TA270411AT09,,,,,,,,,,,,
TA270411AY09,,,,,,,,,,,,
TA270411AM09,,,,,,,,,,,,
TA270411AN09,,,,,,,,,,,,
TA270411BC09,,,,,,,,,,,,
TA270411AV09,,,,,,,,,,,,
TA270411AW09,,,,,,,,,,,,
TA270411AK09,,,,,,,,,,,,
TA270411BR09,,,,,,,,,,,,
TA270411BA09,,,,,,,,,,,,
TA270411BK09,,,,,,,,,,,,
TA270411BN09,,,,,,,,,,,,
TA270411AQ09,,,,,,,,,,,,
TA270411BE09,,,,,,,,,,,,
TA270411BU09,,,,,,,,,,,,
TA270411AX09,,,,,,,,,,,,
TA270411BP09,,,,,,,,,,,,
TA270411BW09,,,,,,,,,,,,
TA270411AZ09,,,,,,,,,,,,
TA270411AF09,,,,,,,,,,,,
TA270411BG09,,,,,,,,,,,,
TA270411BH09,,,,,,,,,,,,
TA270411BB09,,,,,,,,,,,,
TA270411BF09,,,,,,,,,,,,
TA270411BS09,,,,,,,,,,,,
TA270411CC09,,,,,,,,,,,,
TA270411AR09,,,,,,,,,,,,
TA270411CB09,,,,,,,,,,,,
TA270411BD09,,,,,,,,,,,,
TA270411BL09,,,,,,,,,,,,
TA270411BV09,,,,,,,,,,,,
TA270411CA09,,,,,,,,,,,,
TA270411BZ09,,,,,,,,,,,,
TA270411CE09,,,,,,,,,,,,
TA270411BM09,,,,,,,,,,,,
TA270411BT09,,,,,,,,,,,,
TA270411CD09,,,,,,,,,,,,
TA270411BX09,,,,,,,,,,,,
TA270411CF09,,,,,,,,,,,,
TA270411BY09,,,,,,,,,,,,
TA270411BJ09,,,,,,,,,,,,
TA270411CG09,,,,,,,,,,,,
TA270411CH09,,,,,,,,,,,,
TA270416BU09,,,,,,,,,,,,
TA270416BK09,,,,,,,,,,,,
TA270416BG09,,,,,,,,,,,,
TA270416BJ09,,,,,,,,,,,,
TA270416BD09,,,,,,,,,,,,
TA270416BE09,,,,,,,,,,,,
TA270416AB09,,,,,,,,,,,,
TA270416AN09,,,,,,,,,,,,
TA270416AA09,,,,,,,,,,,,
TA270416AC09,,,,,,,,,,,,
TA270330AH09,,,,,,,,,,,,
TA270386CH09,,,,,,,,,,,,
TA270324AF09,,,,,,,,,,,,
TA270332AW09,,,,,,,,,,,,
TA270332AU09,,,,,,,,,,,,
TA270332AY09,,,,,,,,,,,,
TA270332BB09,,,,,,,,,,,,
TA270332AV09,,,,,,,,,,,,
TA270332AP09,,,,,,,,,,,,
TA270332BP09,,,,,,,,,,,,
TA270332BF09,,,,,,,,,,,,
TA270332BD09,,,,,,,,,,,,
TA270332BW09,,,,,,,,,,,,
TA270305AA09,,,,,,,,,,,,
TA270305CH09,,,,,,,,,,,,
TA270298AY09,,,,,,,,,,,,
TA270322CE09,,,,,,,,,,,,
TA270298AX09,,,,,,,,,,,,
TA270324AS09,,,,,,,,,,,,
TA270324AU09,,,,,,,,,,,,
TA270268BF09,,,,,,,,,,,,
TA270298AW09,,,,,,,,,,,,
TA270301CG09,,,,,,,,,,,,
TA270332AX09,,,,,,,,,,,,
TA270268BH09,,,,,,,,,,,,
TA270298AZ09,,,,,,,,,,,,
TA270301CD09,,,,,,,,,,,,
TA270298AV09,,,,,,,,,,,,
TA270301CF09,,,,,,,,,,,,
TA270301CE09,,,,,,,,,,,,
TA270268AA09,,,,,,,,,,,,
TA270268BK09,,,,,,,,,,,,
TA270265BX09,,,,,,,,,,,,
TA270268BL09,,,,,,,,,,,,
TA270265BQ09,,,,,,,,,,,,
TA270265BT09,,,,,,,,,,,,
TA270268BJ09,,,,,,,,,,,,
TA270259AQ09,,,,,,,,,,,,
TA270265BR09,,,,,,,,,,,,
TA270268BG09,,,,,,,,,,,,
TA270301CH09,,,,,,,,,,,,
TA270265BP09,,,,,,,,,,,,
TA270296AC09,,,,,,,,,,,,
TA270416AH09,,,,,,,,,,,,
TA270416AR09,,,,,,,,,,,,
TA270411AC09,,,,,,,,,,,,
TA270411AL09,,,,,,,,,,,,
TA270411AB09,,,,,,,,,,,,
TA270411AD09,,,,,,,,,,,,
TA270344BV09,,,,,,,,,,,,
TA270344CA09,,,,,,,,,,,,
TA270344CE09,,,,,,,,,,,,
TA270344CB09,,,,,,,,,,,,
TA270344BU09,,,,,,,,,,,,
TA270331BG09,,,,,,,,,,,,
TA270331BJ09,,,,,,,,,,,,
TA270331BE09,,,,,,,,,,,,
TA270331BK09,,,,,,,,,,,,
TA270344BY09,,,,,,,,,,,,
TA270331BB09,,,,,,,,,,,,
TA270331AX09,,,,,,,,,,,,
TA270331BF09,,,,,,,,,,,,
TA270344CG09,,,,,,,,,,,,
TA270331BH09,,,,,,,,,,,,
TA270344BX09,,,,,,,,,,,,
TA270331BA09,,,,,,,,,,,,
TA270331AU09,,,,,,,,,,,,
TA270331AV09,,,,,,,,,,,,
TA270331BD09,,,,,,,,,,,,
TA270344CD09,,,,,,,,,,,,
TA270331AL09,,,,,,,,,,,,
TA270331AK09,,,,,,,,,,,,
TA270331AH09,,,,,,,,,,,,
TA270331AQ09,,,,,,,,,,,,
TA270331AE09,,,,,,,,,,,,
TA270331AT09,,,,,,,,,,,,
TA270331AY09,,,,,,,,,,,,
TA270331AS09,,,,,,,,,,,,
TA270331AF09,,,,,,,,,,,,
TA270331AR09,,,,,,,,,,,,
TA270331AM09,,,,,,,,,,,,
TA270331AB09,,,,,,,,,,,,
TA270331AA09,,,,,,,,,,,,
TA270331AG09,,,,,,,,,,,,
TA270331AD09,,,,,,,,,,,,
TA270331AC09,,,,,,,,,,,,
TA270323CC09,,,,,,,,,,,,
TA270323BX09,,,,,,,,,,,,
TA270308CE09,,,,,,,,,,,,
TA270286BT09,,,,,,,,,,,,
TA270323CF09,,,,,,,,,,,,
TA270323BP09,,,,,,,,,,,,
TA270323BN09,,,,,,,,,,,,
TA270323BY09,,,,,,,,,,,,
TA270323BW09,,,,,,,,,,,,
TA270394CD09,,,,,,,,,,,,
TA270416BT09,,,,,,,,,,,,
TA270416BC09,,,,,,,,,,,,
TA270416BH09,,,,,,,,,,,,
TA270416AX09,,,,,,,,,,,,
TA270416AG09,,,,,,,,,,,,
TA270416AV09,,,,,,,,,,,,
TA270359CE09,,,,,,,,,,,,
TA270359CB09,,,,,,,,,,,,
TA270359BV09,,,,,,,,,,,,
TA270359CH09,,,,,,,,,,,,
TA270359CF09,,,,,,,,,,,,
TA270359CG09,,,,,,,,,,,,
TA270359BY09,,,,,,,,,,,,
TA270359BS09,,,,,,,,,,,,
TA270359BX09,,,,,,,,,,,,
TA270359BT09,,,,,,,,,,,,
TA270359CC09,,,,,,,,,,,,
TA270359BU09,,,,,,,,,,,,
TA270359CD09,,,,,,,,,,,,
TA270359BR09,,,,,,,,,,,,
TA270359BN09,,,,,,,,,,,,
TA270359BQ09,,,,,,,,,,,,
TA270359BH09,,,,,,,,,,,,
TA270359BJ09,,,,,,,,,,,,
TA270359BP09,,,,,,,,,,,,
TA270359BM09,,,,,,,,,,,,
TA270359BG09,,,,,,,,,,,,
TA270359BD09,,,,,,,,,,,,
TA270359BF09,,,,,,,,,,,,
TA270359BE09,,,,,,,,,,,,
TA270359BW09,,,,,,,,,,,,
TA270359BC09,,,,,,,,,,,,
TA270359BL09,,,,,,,,,,,,
TA270359AX09,,,,,,,,,,,,
TA270359AW09,,,,,,,,,,,,
TA270359BB09,,,,,,,,,,,,
TA270359AV09,,,,,,,,,,,,
TA270359AU09,,,,,,,,,,,,
TA270359AK09,,,,,,,,,,,,
TA270359AT09,,,,,,,,,,,,
TA270359AN09,,,,,,,,,,,,
TA270359AR09,,,,,,,,,,,,
TA270359BZ09,,,,,,,,,,,,
TA270359AM09,,,,,,,,,,,,
TA270359AH09,,,,,,,,,,,,
TA270359AJ09,,,,,,,,,,,,
TA270359AD09,,,,,,,,,,,,
TA270359AG09,,,,,,,,,,,,
TA270359AC09,,,,,,,,,,,,
TA270359AS09,,,,,,,,,,,,
TA270359AL09,,,,,,,,,,,,
TA270359AP09,,,,,,,,,,,,
TA270359AY09,,,,,,,,,,,,
TA270359AQ09,,,,,,,,,,,,
TA270359AE09,,,,,,,,,,,,
TA270332AR09,,,,,,,,,,,,
TA270332AE09,,,,,,,,,,,,
TA270332AD09,,,,,,,,,,,,
TA270332AZ09,,,,,,,,,,,,
TA270335AV09,,,,,,,,,,,,
TA270335BC09,,,,,,,,,,,,
TA270335AX09,,,,,,,,,,,,
TA270394BC09,,,,,,,,,,,,
TA270324AA09,,,,,,,,,,,,
TA270324AG09,,,,,,,,,,,,
TA270324AN09,,,,,,,,,,,,
TA270324AD09,,,,,,,,,,,,
TA270324AH09,,,,,,,,,,,,
TA270394AT09,,,,,,,,,,,,
TA270394AA09,,,,,,,,,,,,
TA270324AC09,,,,,,,,,,,,
TA270394BD09,,,,,,,,,,,,
TA270394AY09,,,,,,,,,,,,
TA270386BG09,,,,,,,,,,,,
TA270386BL09,,,,,,,,,,,,
TA270335AN10,,,,,,,,,,,,
TA270386AA10,,,,,,,,,,,,
TA270335AJ10,,,,,,,,,,,,
TA270386AQ10,,,,,,,,,,,,
TA270335AP10,,,,,,,,,,,,
TA270386AB10,,,,,,,,,,,,
TA270335AK10,,,,,,,,,,,,
TA270335AG10,,,,,,,,,,,,
TA270335AF10,,,,,,,,,,,,
TA270335AB10,,,,,,,,,,,,
TA270335AM10,,,,,,,,,,,,
TA270335AC10,,,,,,,,,,,,
TA270335AR10,,,,,,,,,,,,
TA270335AW10,,,,,,,,,,,,
TA270335BA10,,,,,,,,,,,,
TA270335AS10,,,,,,,,,,,,
TA270335AZ10,,,,,,,,,,,,
TA270335AY10,,,,,,,,,,,,
TA270416BB10,,,,,,,,,,,,
TA270416AM10,,,,,,,,,,,,
TA270416AZ10,,,,,,,,,,,,
TA270416AY10,,,,,,,,,,,,
TA270416AU10,,,,,,,,,,,,
TA270416AQ10,,,,,,,,,,,,
TA270416AJ10,,,,,,,,,,,,
